Assembly Accession	Organism Name	Organism Taxonomic ID
GCA_963565295.1	Epirrhoe alternata	190347
GCA_951394285.1	Epirrhoe tristata	934838
GCA_951392215.1	Epirrita christyi	247947
GCA_951394125.1	Epistrophe eligans	1124511
GCA_929447395.1	Epistrophe grossulariae	1352479
GCA_947049315.1	Epistrophella euchroma	414814
GCF_945859705.1	Episyrphus balteatus	286459
GCA_035128595.1	Eptatretus atami	50612
GCA_041222605.1	Eptatretus okinoseanus	7767
GCF_027574615.1	Eptesicus fuscus	29078
GCF_016077325.2	Equus asinus	9793
GCF_002863925.1	Equus caballus	9796
GCF_021613505.1	Equus quagga	89248
GCA_905404285.2	Erannis defoliaria	104474
GCA_923060345.2	Erebia aethiops	447833
GCA_964188065.1	Erebia albergana	2599362
GCA_964270845.1	Erebia bubastis	2505774
GCA_964264545.1	Erebia christi	2057221
GCA_964271725.1	Erebia disa	1664817
GCA_964271835.1	Erebia embla	2057223
GCA_963932025.1	Erebia epiphron	242257
GCA_964260725.1	Erebia eriphyle	1660629
GCA_964277455.1	Erebia gorge	242260
GCA_917051295.2	Erebia ligea	111903
GCA_964187935.1	Erebia medusa	447850
GCA_964261625.1	Erebia melampus	1660630
GCA_964304705.1	Erebia melancholica	1664830
GCA_964271795.1	Erebia meolans	111904
GCA_964260655.1	Erebia mnestra	468186
GCA_964260675.1	Erebia montana	111905
GCA_964277275.1	Erebia oeme	242259
GCA_964035005.1	Erebia palarica	191414
GCA_964332105.1	Erebia rondoui	468190
GCA_964166005.1	Erebia triaria	242256
GCA_949629135.1	Eremobia ochroleuca	1870628
GCA_028451465.1	Erethizon dorsatum	34844
GCA_029851415.1	Eretmocerus hayati	131215
GCA_030012505.1	Eretmochelys imbricata	27787
GCF_950295315.1	Erinaceus europaeus	9365
GCF_024679095.1	Eriocheir sinensis	95602
GCA_013282895.1	Eriosoma lanigerum	133082
GCA_955652365.1	Eristalinus aeneus	2017640
GCA_944738645.1	Eristalinus sepulchralis	2725509
GCA_916610145.1	Eristalis arbustorum	1124515
GCA_964034865.1	Eristalis intricaria	1859540
GCA_907269125.1	Eristalis pertinax	1572519
GCA_905231855.2	Eristalis tenax	198635
GCA_903797595.2	Erithacus rubecula	37610
GCF_900747795.2	Erpetoichthys calabaricus	27687
GCA_963978895.1	Erpobdella octoculata	39305
GCA_905147235.1	Erynnis tages	520884
GCA_031021105.1	Erythrolamprus reginae	121349
GCA_963995525.1	Escarpia spicata	53617
GCF_028021215.1	Eschrichtius robustus	9764
GCF_011004845.1	Esox lucius	8010
GCA_947086405.1	Esperia sulphurella	2870497
GCF_013103735.1	Etheostoma cragini	417921
GCA_029931835.1	Etheostoma nigrum	54337
GCA_026937815.1	Etheostoma perlongum	655342
GCF_008692095.1	Etheostoma spectabile	54343
GCA_963855545.1	Ethmia dodecea	1660634
GCA_041004005.1	Etroplus suratensis	238232
GCF_028564815.1	Eubalaena glacialis	27606
GCA_031772225.1	Eubasilissa splendida	1875367
GCF_028583425.1	Eublepharis macularius	481883
GCA_964260715.1	Euchalcia variabilis	997517
GCA_964265075.1	Euchloe simplonia	547582
GCA_964277245.1	Euchloe tagis	415341
GCA_944739405.2	Euclidia mi	938167
GCA_034510155.1	Eucriotettix oculatus	470944
GCA_040894065.1	Eucryptorrhynchus brandti	436910
GCA_963930755.1	Eudasyphora cyanicolor	1643974
GCA_947034925.1	Eudemis profundana	1100989
GCA_947562085.1	Eudonia lacustrata	1100991
GCA_963082485.1	Eudonia mercurella	1100992
GCA_949315975.1	Eudonia truncicolella	753179
GCA_019049475.1	Eueides isabella	33448
GCA_947578425.1	Eugnorisma glareosa	988114
GCA_028534055.1	Eulemur mongoz	34828
GCF_041146395.1	Eulemur rufifrons	859984
GCF_029931775.1	Euleptes europaea	460621
GCA_918843925.1	Eulithis prunata	934839
GCA_947507515.1	Eulithis testata	326959
GCA_964059275.1	Eumandya parva	2302672
GCA_951905685.1	Eumerus sabulonum	2867251
GCA_963681505.1	Eunapius fragilis	91661
GCA_964289765.2	Eunicella verrucosa	396355
GCF_945859685.1	Eupeodes corollae	290404
GCA_920104205.1	Eupeodes latifasciatus	1124558
GCA_951509635.1	Eupeodes luniger	1124559
GCA_964274225.1	Euphydryas cynthia	104506
GCA_964277145.1	Euphydryas desfontainii	104507
GCA_943735965.1	Eupithecia abbreviata	934840
GCA_944547425.1	Eupithecia centaureata	934844
GCA_947044415.1	Eupithecia dodoneata	934845
GCA_947086465.1	Eupithecia exiguata	934847
GCA_964291785.1	Eupithecia haworthiata	934850
GCA_947859395.1	Eupithecia insigniata	986977
GCA_963662085.1	Eupithecia inturbata	934853
GCA_964204885.1	Eupithecia phoeniceata	1869911
GCA_963931895.1	Eupithecia pulchellata	986980
GCA_964277175.1	Eupithecia semigraphata	986981
GCA_963564075.1	Eupithecia subfuscata	216862
GCA_949316285.1	Eupithecia subumbrata	986984
GCA_955876795.1	Eupithecia tripunctaria	934860
GCA_946478455.1	Eupithecia vulgata	934866
GCA_963859945.1	Euplagia quadripunctaria	987932
GCA_921972225.1	Euplexia lucipara	987933
GCA_905147225.2	Euproctis similis	987935
GCA_024364805.1	Euprymna scolopes	6613
GCA_914767815.1	Eupsilia transversa	116130
GCA_950022335.1	Eurois occulta	987425
GCF_040869045.1	Eurosta solidaginis	178769
GCA_951802225.1	Euspilapteryx auroguttella	1594449
GCA_949748255.1	Eustalomyia histrio	2881975
GCA_029490765.1	Euthynnus affinis	8227
GCA_963920795.1	Eutolmus rufibarbis	1936067
GCA_963514095.1	Eutrigla gurnardus	426098
GCF_040115645.1	Euwallacea fornicatus	995702
GCF_039881205.1	Euwallacea similis	1736056
GCA_947363495.1	Euzophera pinguis	1366396
GCA_039878825.1	Excalfactoria chinensis	46218
GCA_958510785.1	Exephanes ischioxanthus	2884240
GCA_905404265.1	Fabriciana adippe	405009
GCA_951449985.1	Falcaria lacertinaria	505411
GCF_023638135.1	Falco biarmicus	345155
GCF_023634085.1	Falco cherrug	345164
GCF_017639655.2	Falco naumanni	148594
GCF_023634155.1	Falco peregrinus	8954
GCA_963210335.1	Falco punctatus	148596
GCF_015220075.1	Falco rusticolus	120794
GCF_018350175.1	Felis catus	9685
GCA_019924945.1	Felis chaus	61376
GCA_032458615.1	Felis nigripes	61379
GCA_963576555.1	Ferdinandea cuprea	226145
GCF_000247815.1	Ficedula albicollis	59894
GCA_947568875.1	Fissipunctia ypsillon	987458
GCA_964017125.1	Flabesymbios commensalis	996417
GCA_964276525.1	Formica rufa	258706
GCA_009859135.1	Formica selysi	208979
GCA_946902895.1	Fragum fragum	80821
GCA_963680895.1	Fragum sueziense	561460
GCA_948146395.1	Fragum whitleyi	1699438
GCA_033675135.1	Frankliniella intonsa	163893
GCA_963513975.1	Fringilla coelebs	37598
GCA_037039145.1	Fundulus diaphanus	54267
GCF_011125445.2	Fundulus heteroclitus	8078
GCA_030440675.1	Furcifer pardalis	187939
GCA_911728495.1	Furcula furcula	987943
GCF_026213295.1	Gadus chalcogrammus	1042646
GCF_031168955.1	Gadus macrocephalus	80720
GCF_902167405.1	Gadus morhua	8049
GCA_948470475.1	Galaxea fascicularis	46745
GCA_963921935.1	Galeruca laticollis	2017130
GCA_963978555.1	Galerucella nymphaeae	131645
GCA_964237585.1	Gallinula chloropus	9123
GCF_016699485.2	Gallus gallus	9031
GCF_019740435.1	Gambusia affinis	33528
GCA_947859175.1	Gandaritis pyraliata	934938
GCA_922989275.2	Gari tellinella	2589376
GCF_016920845.1	Gasterosteus aculeatus aculeatus	481459
GCA_014132575.2	Gasterosteus nipponicus	1778380
GCA_949825005.1	Gasteruption jaculator	2718756
GCA_949152435.1	Gastracanthus pulcherrimus	2922068
GCA_027917425.1	Gastrophryne carolinensis	8429
GCA_963576655.1	Gastrophysa polygoni	878018
GCF_030936135.1	Gavia stellata	37040
GCA_964291895.1	Gegenes nostrodamus	1107782
GCA_964059375.1	Gelis areator	2163653
GCA_964274975.1	Geodia parva	1390724
GCA_009764595.1	Geothlypis trichas	135433
GCA_959613385.1	Geotrupes spiniger	295525
GCF_902459505.1	Geotrypetes seraphini	260995
GCA_902459505.2	Geotrypetes seraphini	260995
GCA_963681545.1	Germaria angustata	1918084
GCA_951217055.1	Gerris lacustris	108914
GCA_964059485.1	Gibbaranea gibbosa	1907000
GCA_936450465.1	Gibbula magus	703304
GCF_016097555.1	Gigantopelta aegis	1735272
GCA_964291005.1	Gillmeria pallidactyla	687094
GCA_017591445.1	Giraffa camelopardalis rothschildi	2740528
GCA_013496395.1	Giraffa tippelskirchi	439328
GCF_021462225.1	Girardinichthys multiradiatus	208333
GCA_964264065.1	Glacies alpinata	206174
GCA_964340395.1	Glandiceps talaboti	1443217
GCA_905404095.1	Glaucopsyche alexis	203781
GCA_949316385.1	Globia sparganii	1660644
GCF_963455315.1	Globicephala melas	9731
GCA_963455315.2	Globicephala melas	9731
GCA_039655065.1	Glossophaga mutica	2994998
GCA_964187665.1	Gluvia dorsalis	62148
GCA_964332205.1	Glyphipterix fuscoviridella	1869957
GCA_964188275.1	Glyphipterix thrasonella	1100998
GCA_936435175.1	Glyphotaelius pellucidus	1271742
GCA_029298725.1	Gnatocerus cornutus	1553328
GCA_949357685.1	Gobio gobio	27704
GCA_023029165.1	Gobiocypris rarus	143606
GCA_951799975.1	Gobius niger	85417
GCA_946811695.1	Gonocerus acuteangulatus	1545138
GCF_007399415.2	Gopherus evgoodei	1825980
GCF_025201925.1	Gopherus flavomarginatus	286002
GCF_954871325.1	Gordionus sp. m RMFG-2023	3053472
GCA_964276515.1	Gordius albopunctatus	57293
GCA_964036665.1	Gordius sp. MW1	2991509
GCA_964194065.1	Gorgonia ventalina	204384
GCF_029281585.2	Gorilla gorilla gorilla	9595
GCA_029281585.3	Gorilla gorilla gorilla	9595
GCA_034008185.1	Gorsachius magnificus	887050
GCA_963669345.1	Gortyna flavago	988118
GCF_900634775.1	Gouania willdenowi	441366
GCA_900634775.2	Gouania willdenowi	441366
GCF_016433145.1	Gracilinanus agilis	191870
GCA_964265105.1	Graellsia isabellae	63975
GCA_964332215.1	Grammoptera ruficornis	351486
GCA_028646425.1	Grampus griseus	83653
GCA_040363735.1	Graphium cloanthus	157381
GCA_040363725.1	Graphium eurypylus	157375
GCA_040363715.1	Graphium sarpedon	76205
GCA_038095585.1	Grapholita dimorpha	934274
GCA_038095595.1	Grapholita funebrana	568174
GCA_022674325.2	Grapholita molesta	192188
GCA_916610205.1	Griposia aprilina	1101106
GCF_028858705.1	Grus americana	9117
GCA_964106855.1	Grus grus	40816
GCA_023631565.1	Gymnocephalus cernua	57865
GCA_956483585.1	Gymnocheta viridis	631317
GCA_027564155.1	Gymnocypris eckloni scoliostomus	334712
GCF_018139145.2	Gymnogyps californianus	33616
GCA_929108375.1	Gymnoscelis rufifasciata	934940
GCA_963280865.1	Gymnoscopelus braueri	948025
GCA_963454915.1	Gymnoscopelus microlampas	1090481
GCA_916610165.2	Gymnosoma rotundatum	569046
GCA_029692085.1	Gymnothorax javanicus	473457
GCA_029721435.1	Gymnothorax reevesii	473459
GCA_028022735.1	Gypaetus barbatus	33610
GCA_907165245.1	Habrosyne pyritoides	721137
GCA_013339765.2	Haemaphysalis longicornis	44386
GCA_000469685.2	Haemonchus contortus	6289
GCF_027477595.1	Haemorhous mexicanus	30427
GCF_947461875.1	Haliaeetus albicilla	8969
GCF_963675165.1	Halichondria panicea	6063
GCA_964277205.1	Haliclona cinerea	178541
GCA_964017065.1	Haliclona indistincta	608205
GCA_916610825.1	Haliclystus octoradiatus	313498
GCA_028454255.1	Halictus ligatus	77576
GCA_028454245.1	Halictus quadricinctus	115107
GCA_028454235.1	Halictus rubicundus	77578
GCF_037392515.1	Haliotis asinina	109174
GCA_937662695.2	Halyzia sedecimguttata	347359
GCF_914767665.1	Harmonia axyridis	115357
GCA_947462335.1	Harmothoe impar	46595
GCA_963082715.1	Harpalus rubripes	247297
GCA_951394225.1	Harpalus rufipes	247442
GCF_026419915.1	Harpia harpyja	202280
GCA_964273525.1	Harpocera thoracica	516509
GCA_905332915.2	Hecatera dysodea	988125
GCA_964197955.1	Hedya pruniana	1594309
GCA_905404275.2	Hedya salicella	1869985
GCA_963989215.1	Hedychridium roseum	212591
GCA_028533245.1	Helarctos malayanus	9634
GCA_036169615.1	Heliangelus exortis	472823
GCA_964145975.1	Heliconius antiochus	33435
GCA_030704555.1	Heliconius charithonia	33434
GCA_964144555.1	Heliconius congener	33422
GCA_964147245.1	Heliconius sapho	33433
GCA_917862395.2	Heliconius sara	33443
GCF_030705265.1	Helicoverpa armigera	29058
GCF_022581195.2	Helicoverpa zea	7113
GCA_947359475.1	Heligmosomoides bakeri	375939
GCA_947396885.1	Heligmosomoides polygyrus polygyrus	243955
GCA_044090015.1	Heliocidaris crassispina	1043166
GCA_025617745.1	Heliocidaris erythrogramma	7634
GCA_025618425.1	Heliocidaris tuberculata	7635
GCA_958496145.1	Heliothis peltigera	542982
GCA_963853865.1	Helleia helle	2795559
GCA_907164795.1	Hemaris fuciformis	987953
GCF_019097595.1	Hemibagrus wyckioides	337641
GCF_027244095.1	Hemicordylus capensis	884348
GCA_963082805.1	Hemicrepidius niger	869179
GCA_020745705.1	Hemiprocne comata	243314
GCF_020745735.1	Hemiscyllium ocellatum	170820
GCA_947063395.1	Hemistola chrysoprasaria	934942
GCA_947507615.1	Hemithea aestivaria	572857
GCA_042246355.1	Hepialus xiaojinensis	1589740
GCA_017165825.1	Hepsetus odoe	42563
GCF_035084215.1	Heptranchias perlo	212740
GCA_951812935.1	Hermaeophaga mercurialis	347362
GCF_905115235.1	Hermetia illucens	343691
GCA_945859575.2	Herminia tarsipennalis	987440
GCA_964020975.1	Hermodice carunculata	259844
GCA_905404135.1	Hesperia comma	291688
GCA_023373885.1	Hestina assimilis	378390
GCA_037158775.1	Hetaerina titia	62019
GCA_964263325.1	Heteranomia squamula	2793148
GCA_944470555.2	Heterobilharzia americana	39320
GCA_004148225.2	Heterodera glycines	51029
GCF_036365525.1	Heterodontus francisci	7792
GCA_028571685.1	Heterohyrax brucei	77598
GCA_951394025.1	Heteromyza rotundicornis	2867252
GCA_011075105.1	Heteronetta atricapilla	555264
GCF_032191835.1	Heteronotia binoei	13085
GCA_959613375.1	Heteropelma amictum	494771
GCA_964036235.1	Heterorhabditis bacteriophora	37862
GCA_018136845.1	Heterotis niloticus	91721
GCA_043790635.1	Hexagrammos otakii	72450
GCA_023065765.1	Hexaprotodon liberiensis	56798
GCA_031772345.1	Himalopsyche anomala	2863128
GCA_964264285.1	Hipparchia genava	2505778
GCA_038048805.1	Hipparchia sbordonii	2599364
GCA_933228805.2	Hipparchia semele	111912
GCA_018466805.1	Hippocampus abdominalis	109274
GCA_043880055.1	Hippocampus trimaculatus	109291
GCF_025434085.1	Hippocampus zosterae	109293
GCA_038502775.1	Hippodamia convergens	64696
GCF_009819705.1	Hippoglossus hippoglossus	8267
GCF_022539355.2	Hippoglossus stenolepis	195615
GCF_030028045.1	Hippopotamus amphibius kiboko	575201
GCA_946811185.2	Hippopus hippopus	80818
GCA_031876335.1	Hipposideros larvatus	175524
GCA_949708635.1	Hirtodrosophila cameraria	1262473
GCA_034509925.1	Hirudinaria manillensis	1348078
GCA_040113095.1	Hirudo nipponia	42736
GCA_040113125.1	Hirudo tianjinensis	2870509
GCF_015227805.2	Hirundo rustica	43150
GCA_947369225.1	Hofmannophila pseudospretella	572861
GCA_963695495.1	Hololepta plana	290657
GCA_029531755.1	Holothuria leucospilota	206669
GCA_964304565.1	Holothuria sanctori	491806
GCA_037179385.1	Holothuria scabra	269548
GCA_023690525.1	Holotrichia oblita	644536
GCF_021130785.1	Homalodisca vitripennis	197043
GCF_000001405.40	Homo sapiens	9606
GCF_029633855.1	Hoplias malabaricus	27720
GCA_949774945.1	Hoplodrina ambigua	875924
GCA_949316365.1	Hoplodrina blanda	987956
GCA_964261375.1	Hoplodrina octogenaria	938192
GCA_951804965.1	Horisme vitalbata	934869
GCA_017140985.1	Hormaphis cornu	30177
GCA_020137815.1	Hormiphora californensis	1403702
GCA_036884735.1	Huso huso	61971
GCA_013339685.2	Hyalomma asiaticum	266040
GCA_964007475.1	Hybos culiciformis	1262239
GCA_964215635.1	Hydra viridissima	6082
GCF_038396675.1	Hydra vulgaris	6087
GCF_029227915.1	Hydractinia symbiolongicarpus	13093
GCA_914767645.1	Hydraecia micacea	214171
GCA_912999785.1	Hydriomena furcata	104460
GCA_964270535.1	Hydriomena ruberata	934870
GCA_035084275.1	Hydrolagus colliei	7873
GCA_019473425.1	Hydrophis cyanocinctus	8686
GCA_033807585.1	Hydrophis major	355693
GCA_020226075.1	Hydropotes inermis	9883
GCA_958296145.1	Hydrotaea cyrtoneurina	559647
GCA_963513945.1	Hydrotaea diabolus	1816463
GCF_029499605.1	Hyla sarda	327740
GCA_905147375.1	Hylaea fasciaria	722673
GCF_026283585.1	Hylaeus volcanicus	313075
GCA_023078785.2	Hyles euphorbiae	283855
GCA_009982885.2	Hyles vespertilio	283848
GCA_021498465.1	Hylobates pileatus	9589
GCA_023701765.1	Hylyphantes graminicola	259057
GCA_019447015.1	Hymenochirus boettgeri	247094
GCA_000469805.3	Hymenolepis microstoma	85433
GCA_030762935.1	Hymenopus coronatus	267205
GCF_030144855.1	Hypanus sabinus	79690
GCA_905147285.1	Hypena proboscidalis	753189
GCA_949316085.1	Hypercompe scribonia	505957
GCF_040937935.1	Hyperolius riggenbachi	752182
GCA_949752795.1	Hyperoodon ampullatus	48744
GCA_949357725.1	Hyperoplus immaculatus	1484357
GCA_026929865.2	Hyperoplus lanceolatus	508657
GCA_964007245.1	Hypomecis atomaria	2876618
GCA_949316475.1	Hypomecis punctinalis	439567
GCF_021917145.1	Hypomesus transpacificus	137520
GCA_037950675.1	Hypophthalmichthys molitrix	13095
GCA_037950665.1	Hypophthalmichthys nobilis	7965
GCA_963921915.1	Hyposoter dolosus	2884228
GCA_951799385.1	Hyppa rectilinea	987961
GCA_041146585.1	Hypsibarbus vernayi	357531
GCA_937001555.2	Hypsopygia costalis	1101110
GCA_964019415.1	Ianthella basta	375146
GCA_039619475.1	Icerya purchasi	249532
GCA_917499995.1	Ichneumon xanthorius	2795680
GCA_033557465.1	Ichthyophis bannanicus	8453
GCF_023375685.1	Ictalurus furcatus	66913
GCF_001660625.3	Ictalurus punctatus	7998
GCF_016881025.1	Ictidomys tridecemlineatus	43179
GCA_907269075.1	Idaea aversata	104447
GCA_958496205.1	Idaea biselata	104448
GCA_949358125.1	Idaea dimidiata	572776
GCA_951213275.1	Idaea straminata	104449
GCA_964276605.1	Idaea trigeminata	1441566
GCA_043882065.1	Ilisha elongata	365054
GCA_022702515.1	Ilyophis sp. 1 JC-2022	2920201
GCA_022702525.1	Ilyophis sp. 2 JC-2022	2920202
GCA_022702415.1	Ilyophis sp. JC_2022_1	2919650
GCA_946894095.1	Incurvaria masculella	101737
GCF_027791375.1	Indicator indicator	1002788
GCA_036417435.1	Inia geoffrensis	9725
GCA_933534255.1	Iphiclides podalirius	110791
GCA_018691245.2	Ips nitidus	432259
GCF_921293095.1	Ischnura elegans	197161
GCA_921293095.2	Ischnura elegans	197161
GCA_964251815.1	Ischnura senegalensis	126660
GCA_963924025.1	Ischnus inquisitorius	904094
GCA_945910005.1	Isoperla grammatica	552050
GCA_964212065.1	Isopora palifera	105615
GCA_964270575.1	Issoria lathonia	171587
GCA_016859345.1	Istiophorus platypterus	13575
GCA_964034905.1	Itoplectis maculator	2776046
GCF_020740685.1	Jaculus jaculus	51337
GCA_964273755.1	Jodis putata	104463
GCA_003829775.2	Junco hyemalis	40217
GCA_029224185.1	Karalla daura	334402
GCA_041053085.1	Katsuwonus pelamis	8226
GCA_043790905.1	Kibakoganea sinica	3161192
GCA_964034765.1	Knipowitschia caucasica	637954
GCF_026419965.1	Kogia breviceps	27615
GCA_964264435.1	Kretania trappi	2505780
GCA_007896545.1	Kryptolebias hermaphroditus	1747188
GCF_001649575.2	Kryptolebias marmoratus	37003
GCA_964304625.1	Kudoa neothunni	1134596
GCA_964211925.1	Kyklioacalles roboris	501664
GCF_022985175.1	Labeo rohita	84645
GCA_963082975.1	Labia minor	146840
GCA_030710495.1	Labroides dimidiatus	241309
GCF_963930695.1	Labrus bergylta	56723
GCF_963584025.1	Labrus mixtus	508554
GCA_950371165.1	Lacanobia oleracea	79499
GCA_947578705.1	Lacanobia wlatinum	987426
GCF_009819535.1	Lacerta agilis	80427
GCA_964270905.1	Lagenorhynchus acutus	90246
GCF_949774975.1	Lagenorhynchus albirostris	27610
GCA_039737535.1	Lagodon rhomboides	50351
GCF_023343835.1	Lagopus muta	64668
GCA_028533205.1	Lagorchestes hirsutus	65632
GCA_947359425.1	Lagria hirta	296003
GCA_963662155.1	Lamellibrachia columna	53616
GCA_964198595.1	Lampetra fluviatilis	7748
GCF_029633865.1	Lampris incognitus	2546036
GCA_948098915.1	Lampropteryx suffumata	934945
GCA_015883425.2	Lamprotornis superbus	245042
GCA_017141395.1	Laodelphax striatellus	195883
GCA_905220505.1	Laothoe populi	522836
GCA_949316025.1	Lapara coniferarum	82619
GCF_000972845.2	Larimichthys crocea	215358
GCA_040670005.1	Larimichthys polyactis	334908
GCA_963932225.1	Larus fuscus	8915
GCA_964199755.1	Larus michahellis	119627
GCA_964263865.1	Lasiocampa quercus	151326
GCA_963966675.1	Lasioglossum calceatum	88504
GCA_028455805.1	Lasioglossum figueresi	160208
GCA_916610255.1	Lasioglossum lativentre	88531
GCA_028454225.1	Lasioglossum leucozonium	88532
GCA_028455605.1	Lasioglossum malachurum	88512
GCA_028455795.1	Lasioglossum marginatum	88513
GCA_916610235.2	Lasioglossum morio	88514
GCA_028455765.1	Lasioglossum oenotherae	88542
GCA_933228785.1	Lasioglossum pauxillum	88516
GCA_028455595.1	Lasioglossum vierecki	88499
GCA_963971365.1	Lasioglossum villosulum	88523
GCA_028455615.1	Lasioglossum zephyrum	88500
GCA_964264045.1	Lasiommata maera	111916
GCA_928268935.1	Lasiommata megera	111917
GCA_964261845.1	Lasiommata petropolitana	111918
GCA_964261615.1	Lasius brunneus	231984
GCA_949152495.1	Lasius fuliginosus	231986
GCA_041902855.1	Lasius niger	67767
GCA_963971435.1	Lasius platythorax	488582
GCA_905147015.1	Laspeyria flexula	938238
GCA_031216445.1	Lateolabrax maculatus	315492
GCF_001640805.2	Lates calcarifer	8187
GCF_037157495.1	Lathamus discolor	678569
GCA_030157265.1	Latheticus oryzae	466960
GCA_949128165.1	Lathronympha strigana	1594361
GCF_037176945.1	Latimeria chalumnae	7897
GCA_030067965.1	Latrodectus elegans	2857379
GCA_037975125.2	Latrodectus hesperus	256737
GCA_040285375.1	Laudakia wui	1816318
GCF_023078275.1	Leguminivora glycinivorella	1035111
GCA_041146805.1	Leiocassis longirostris	175787
GCA_933228885.1	Leistus spinibarbis	878056
GCF_020740605.2	Lemur catta	9447
GCA_028533165.1	Leontopithecus rosalia	30588
GCF_018350155.1	Leopardus geoffroyi	46844
GCA_963680855.1	Lepeophtheirus nordmannii	2742169
GCF_016086655.3	Lepeophtheirus salmonis	72036
GCA_016086655.4	Lepeophtheirus salmonis	72036
GCA_963971465.1	Lepidochitona cinerea	256056
GCA_964276635.1	Lepidocyrtus curvicollis	707887
GCA_936440205.1	Lepidonotus clava	1210411
GCA_040581445.1	Lepidosiren paradoxa	7883
GCF_040954835.1	Lepisosteus oculatus	7918
GCA_964036015.1	Leptarthrus brevirostris	468750
GCF_905404315.1	Leptidea sinapis	189913
GCA_039881065.1	Leptobotia elongata	143403
GCA_018994145.1	Leptobrachium ailaonicum	428466
GCA_009667805.1	Leptobrachium leishanense	445787
GCA_031893025.1	Leptodactylus fuscus	238119
GCA_947310635.1	Leptodirus hochenwartii	2996356
GCA_963082835.1	Leptogaster cylindrica	468752
GCA_041002905.1	Leptoglossus phyllopus	1284684
GCA_951799465.1	Leptophobia aripa	320235
GCA_032873175.1	Leptopilina drosophilae	2911658
GCA_032872475.1	Leptopilina sp. ZJUHJH005	2964900
GCA_032872505.1	Leptopilina syphax	2755057
GCA_954871275.1	Leptopterna dolabrata	881489
GCA_963675555.1	Leptura quadrifasciata	1143061
GCA_030544235.1	Lepturacanthus savala	435161
GCA_042027585.1	Lepus capensis	9981
GCF_033115175.1	Lepus europaeus	9983
GCA_036325905.1	Lepus oiostolus	112018
GCA_040893245.2	Lepus timidus	62621
GCA_964264825.1	Lestiphorus bicinctus	2578561
GCF_015708825.1	Lethenteron reissneri	7753
GCA_958295575.1	Leucania comma	987968
GCA_023718395.1	Leucaspius delineatus	58323
GCA_021554675.1	Leuciscus idus	69811
GCA_041200155.1	Leuciscus waleckii	155063
GCA_948253155.1	Leucoma salicis	688415
GCA_949987735.1	Leucophora obtusa	2588525
GCF_028641065.1	Leucoraja erinaceus	7782
GCA_932273885.2	Leucozona laternaria	323312
GCA_934045905.1	Leuctra nigra	143735
GCA_030867105.1	Liasis olivaceus	283338
GCA_008360975.2	Lichenostomus cassidix	1497555
GCA_947049295.1	Ligdia adustata	934875
GCF_963576545.1	Limanda limanda	27771
GCA_905147385.1	Limenitis camilla	270466
GCA_964271765.1	Limenitis reducta	191421
GCA_951813805.1	Limnephilus auricula	1271728
GCA_917563855.2	Limnephilus lunatus	1218281
GCA_917880885.1	Limnephilus marmoratus	1271730
GCA_929108145.2	Limnephilus rhombicus	692089
GCA_944474755.1	Limnoperna fortunei	356393
GCF_040581485.1	Linepithema humile	83485
GCF_910592395.1	Lineus longissimus	88925
GCA_951800035.1	Linnaemya tessellans	1776468
GCA_963675445.1	Linnaemya vulpina	1776471
GCA_963978545.1	Linyphia triangularis	94031
GCF_032854445.1	Liolophura japonica	13599
GCA_963971575.1	Liopterus haemorrhoidalis	107794
GCA_036178185.1	Liparis tanakae	230148
GCA_963383615.1	Lipophrys pholis	56720
GCA_037577465.1	Liposcelis bostrychophila	185214
GCA_023512825.1	Liposcelis brunnea	209989
GCA_042257085.1	Liposcelis tricolor	948454
GCA_043165165.1	Liriomyza trifolii	198433
GCA_964261635.1	Lissotriton helveticus	256425
GCA_964263255.1	Lissotriton vulgaris	8324
GCA_963978505.1	Listrodromus nycthemerus	172425
GCA_028564925.1	Lithobates sylvaticus	45438
GCA_949152455.1	Lithophane leautieri	1870035
GCA_948473465.1	Lithophane ornitopus	987973
GCA_947363905.1	Lithophane semibrunnea	997537
GCA_947522985.1	Lithophane socia	997538
GCA_963576445.1	Lithosia quadra	987974
GCA_964036275.1	Litoditis marina	1654675
GCA_963070105.1	Litomosoides sigmodontis	42156
GCA_043748665.1	Littorina brevicula	45748
GCA_964330335.1	Littorina littorea	31216
GCA_037325665.1	Littorina saxatilis	31220
GCA_932526365.1	Lobophora halterata	934876
GCA_964278025.1	Loboptera subterranea	3078426
GCA_949126875.1	Lochmaea capreae	227480
GCA_947563755.1	Lochmaea crataegi	1143063
GCA_026315105.1	Locusta migratoria	7004
GCA_964261705.1	Loensia variegata	209941
GCA_948107665.1	Lomographa bimaculata	393326
GCA_964199915.1	Lomographa temerata	934877
GCF_005870125.1	Lonchura striata	40157
GCA_964258785.1	Longitarsus flavicornis	878065
GCA_030408155.1	Lophura swinhoii	140446
GCA_963942505.1	Lordithon lunulatus	347394
GCA_964019695.1	Loripinus fragilis	244460
GCF_030014295.1	Loxodonta africana	9785
GCA_040581535.1	Loxostege sticticalis	481309
GCF_022045245.1	Lucilia cuprina	7375
GCA_964194035.1	Lucinella divaricata	406540
GCA_963580285.1	Lucinisca nassula	881239
GCA_949709985.1	Luffia ferchaultella	1870047
GCA_949987565.1	Luidia sarsii	2723838
GCA_945859605.1	Lumbricus rubellus	35632
GCA_949752735.1	Lumbricus terrestris	6398
